Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageTestEnv2Ret	StdTestEnv2Ret	MaxTestEnv2Ret	MinTestEnv2Ret	AverageEnv2Ret	StdEnv2Ret	MaxEnv2Ret	MinEnv2Ret	AverageTestEnv3Ret	StdTestEnv3Ret	MaxTestEnv3Ret	MinTestEnv3Ret	AverageEnv3Ret	StdEnv3Ret	MaxEnv3Ret	MinEnv3Ret	AverageTestEnv4Ret	StdTestEnv4Ret	MaxTestEnv4Ret	MinTestEnv4Ret	AverageEnv4Ret	StdEnv4Ret	MaxEnv4Ret	MinEnv4Ret	AverageTestEnv5Ret	StdTestEnv5Ret	MaxTestEnv5Ret	MinTestEnv5Ret	AverageEnv5Ret	StdEnv5Ret	MaxEnv5Ret	MinEnv5Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
54	7575.6094	73.403015	7682.433	7403.3755	7227.1797	122.71843	7420.2114	7093.606	7575.6094	73.403015	7682.433	7403.3755	7227.1797	122.71843	7420.2114	7093.606	7575.6094	73.403015	7682.433	7403.3755	7227.1797	122.71843	7420.2114	7093.606	7575.6094	73.403015	7682.433	7403.3755	7227.1797	122.71843	7420.2114	7093.606	7575.6094	73.403015	7682.433	7403.3755	7227.1797	122.71843	7420.2114	7093.606	7575.6094	73.403015	7682.433	7403.3755	7227.1797	122.71843	7420.2114	7093.606	7227.1797	122.71843	7420.2114	7093.606	7575.6094	73.403015	7682.433	7403.3755	1000.0	1000.0	215999	462.87988	122.87027	601.56165	9.178673	462.87897	122.86553	603.4195	9.090376	3.9625032	4.2308545	57.114445	-12.967277	10096.696	43.185432	11104.372495174408
55	8050.8335	120.82379	8295.323	7831.933	7073.0146	189.1895	7376.0664	6858.444	8050.8335	120.82379	8295.323	7831.933	7073.0146	189.1895	7376.0664	6858.444	8050.8335	120.82379	8295.323	7831.933	7073.0146	189.1895	7376.0664	6858.444	8050.8335	120.82379	8295.323	7831.933	7073.0146	189.1895	7376.0664	6858.444	8050.8335	120.82379	8295.323	7831.933	7073.0146	189.1895	7376.0664	6858.444	8050.8335	120.82379	8295.323	7831.933	7073.0146	189.1895	7376.0664	6858.444	7073.0146	189.1895	7376.0664	6858.444	8050.8335	120.82379	8295.323	7831.933	1000.0	1000.0	219999	468.0962	123.39032	604.9792	10.332924	468.0956	123.387764	608.182	9.257015	3.9945023	4.228995	53.759098	-14.307109	10235.592	43.64819	11287.91841840744
56	8312.255	145.15161	8516.898	8098.9326	7387.789	159.88074	7652.4277	7231.888	8312.255	145.15161	8516.898	8098.9326	7387.789	159.88074	7652.4277	7231.888	8312.255	145.15161	8516.898	8098.9326	7387.789	159.88074	7652.4277	7231.888	8312.255	145.15161	8516.898	8098.9326	7387.789	159.88074	7652.4277	7231.888	8312.255	145.15161	8516.898	8098.9326	7387.789	159.88074	7652.4277	7231.888	8312.255	145.15161	8516.898	8098.9326	7387.789	159.88074	7652.4277	7231.888	7387.789	159.88074	7652.4277	7231.888	8312.255	145.15161	8516.898	8098.9326	1000.0	1000.0	223999	473.70865	123.495636	622.2329	9.707603	473.7083	123.49038	622.25525	11.63765	4.084891	4.210333	55.356678	-11.8712635	10341.856	42.877583	11474.282676696777
57	7253.822	68.56652	7372.7266	7171.5547	7454.3057	160.99754	7640.7427	7233.4	7253.822	68.56652	7372.7266	7171.5547	7454.3057	160.99754	7640.7427	7233.4	7253.822	68.56652	7372.7266	7171.5547	7454.3057	160.99754	7640.7427	7233.4	7253.822	68.56652	7372.7266	7171.5547	7454.3057	160.99754	7640.7427	7233.4	7253.822	68.56652	7372.7266	7171.5547	7454.3057	160.99754	7640.7427	7233.4	7253.822	68.56652	7372.7266	7171.5547	7454.3057	160.99754	7640.7427	7233.4	7454.3057	160.99754	7640.7427	7233.4	7253.822	68.56652	7372.7266	7171.5547	1000.0	1000.0	227999	478.76385	124.35952	624.205	10.657306	478.76257	124.35717	626.5184	12.515333	4.212806	4.2402506	60.188866	-12.681004	10468.902	43.076744	11661.756420135498
58	7585.8584	107.6064	7830.0503	7434.9014	7551.556	164.80374	7769.5054	7305.691	7585.8584	107.6064	7830.0503	7434.9014	7551.556	164.80374	7769.5054	7305.691	7585.8584	107.6064	7830.0503	7434.9014	7551.556	164.80374	7769.5054	7305.691	7585.8584	107.6064	7830.0503	7434.9014	7551.556	164.80374	7769.5054	7305.691	7585.8584	107.6064	7830.0503	7434.9014	7551.556	164.80374	7769.5054	7305.691	7585.8584	107.6064	7830.0503	7434.9014	7551.556	164.80374	7769.5054	7305.691	7551.556	164.80374	7769.5054	7305.691	7585.8584	107.6064	7830.0503	7434.9014	1000.0	1000.0	231999	484.17935	124.53886	636.59814	11.181536	484.17953	124.53047	631.40875	14.674303	4.1657357	4.20684	47.235123	-12.865962	10510.877	47.662735	11850.748030662537
59	8350.643	151.69377	8560.972	8086.356	7652.789	147.00679	7809.44	7481.5703	8350.643	151.69377	8560.972	8086.356	7652.789	147.00679	7809.44	7481.5703	8350.643	151.69377	8560.972	8086.356	7652.789	147.00679	7809.44	7481.5703	8350.643	151.69377	8560.972	8086.356	7652.789	147.00679	7809.44	7481.5703	8350.643	151.69377	8560.972	8086.356	7652.789	147.00679	7809.44	7481.5703	8350.643	151.69377	8560.972	8086.356	7652.789	147.00679	7809.44	7481.5703	7652.789	147.00679	7809.44	7481.5703	8350.643	151.69377	8560.972	8086.356	1000.0	1000.0	235999	489.2115	125.11141	640.76215	13.686548	489.21133	125.105034	640.5434	15.385673	4.284772	4.249634	48.054665	-13.329543	10617.378	46.629353	12043.618136167526
60	8345.577	159.25333	8649.96	7987.0225	7471.0093	186.77739	7758.5376	7237.7944	8345.577	159.25333	8649.96	7987.0225	7471.0093	186.77739	7758.5376	7237.7944	8345.577	159.25333	8649.96	7987.0225	7471.0093	186.77739	7758.5376	7237.7944	8345.577	159.25333	8649.96	7987.0225	7471.0093	186.77739	7758.5376	7237.7944	8345.577	159.25333	8649.96	7987.0225	7471.0093	186.77739	7758.5376	7237.7944	8345.577	159.25333	8649.96	7987.0225	7471.0093	186.77739	7758.5376	7237.7944	7471.0093	186.77739	7758.5376	7237.7944	8345.577	159.25333	8649.96	7987.0225	1000.0	1000.0	239999	494.7634	125.62156	649.04047	18.172161	494.76392	125.61401	644.199	18.322744	4.297604	4.22546	42.697983	-12.537134	10699.745	46.181873	12240.558312416077
61	8578.954	110.91849	8685.199	8283.931	7653.079	159.55492	7832.6924	7478.1865	8578.954	110.91849	8685.199	8283.931	7653.079	159.55492	7832.6924	7478.1865	8578.954	110.91849	8685.199	8283.931	7653.079	159.55492	7832.6924	7478.1865	8578.954	110.91849	8685.199	8283.931	7653.079	159.55492	7832.6924	7478.1865	8578.954	110.91849	8685.199	8283.931	7653.079	159.55492	7832.6924	7478.1865	8578.954	110.91849	8685.199	8283.931	7653.079	159.55492	7832.6924	7478.1865	7653.079	159.55492	7832.6924	7478.1865	8578.954	110.91849	8685.199	8283.931	1000.0	1000.0	243999	499.55933	126.64282	663.16473	16.990355	499.55865	126.63823	664.14496	19.273865	4.4087806	4.230084	48.688244	-11.855897	10767.559	45.950134	12435.769160747528
62	8317.646	238.67752	8725.6	7990.6777	7772.549	348.58588	8236.963	7257.489	8317.646	238.67752	8725.6	7990.6777	7772.549	348.58588	8236.963	7257.489	8317.646	238.67752	8725.6	7990.6777	7772.549	348.58588	8236.963	7257.489	8317.646	238.67752	8725.6	7990.6777	7772.549	348.58588	8236.963	7257.489	8317.646	238.67752	8725.6	7990.6777	7772.549	348.58588	8236.963	7257.489	8317.646	238.67752	8725.6	7990.6777	7772.549	348.58588	8236.963	7257.489	7772.549	348.58588	8236.963	7257.489	8317.646	238.67752	8725.6	7990.6777	1000.0	1000.0	247999	505.47165	126.8899	675.1595	17.976477	505.4713	126.88311	671.7372	18.038738	4.501494	4.189636	40.807568	-15.719655	10829.294	44.629128	12632.053625583649
63	8092.4585	90.707405	8255.3545	7956.1797	7733.8267	122.12132	7879.389	7560.5996	8092.4585	90.707405	8255.3545	7956.1797	7733.8267	122.12132	7879.389	7560.5996	8092.4585	90.707405	8255.3545	7956.1797	7733.8267	122.12132	7879.389	7560.5996	8092.4585	90.707405	8255.3545	7956.1797	7733.8267	122.12132	7879.389	7560.5996	8092.4585	90.707405	8255.3545	7956.1797	7733.8267	122.12132	7879.389	7560.5996	8092.4585	90.707405	8255.3545	7956.1797	7733.8267	122.12132	7879.389	7560.5996	7733.8267	122.12132	7879.389	7560.5996	8092.4585	90.707405	8255.3545	7956.1797	1000.0	1000.0	251999	511.2521	127.74916	681.05585	16.232336	511.2521	127.74426	682.51886	19.990637	4.5668483	4.1993837	43.705273	-15.76033	10940.344	46.52449	12827.532856464386
64	8821.982	104.56244	8974.324	8595.071	7800.039	255.51982	8117.609	7527.1787	8821.982	104.56244	8974.324	8595.071	7800.039	255.51982	8117.609	7527.1787	8821.982	104.56244	8974.324	8595.071	7800.039	255.51982	8117.609	7527.1787	8821.982	104.56244	8974.324	8595.071	7800.039	255.51982	8117.609	7527.1787	8821.982	104.56244	8974.324	8595.071	7800.039	255.51982	8117.609	7527.1787	8821.982	104.56244	8974.324	8595.071	7800.039	255.51982	8117.609	7527.1787	7800.039	255.51982	8117.609	7527.1787	8821.982	104.56244	8974.324	8595.071	1000.0	1000.0	255999	516.93335	128.25142	685.26385	16.727514	516.9322	128.24968	684.78107	18.990799	4.6061234	4.230315	59.02677	-13.234817	11066.098	50.047382	13021.052337884903
65	8758.241	146.12811	9001.422	8553.286	7950.692	182.22266	8232.092	7722.6973	8758.241	146.12811	9001.422	8553.286	7950.692	182.22266	8232.092	7722.6973	8758.241	146.12811	9001.422	8553.286	7950.692	182.22266	8232.092	7722.6973	8758.241	146.12811	9001.422	8553.286	7950.692	182.22266	8232.092	7722.6973	8758.241	146.12811	9001.422	8553.286	7950.692	182.22266	8232.092	7722.6973	8758.241	146.12811	9001.422	8553.286	7950.692	182.22266	8232.092	7722.6973	7950.692	182.22266	8232.092	7722.6973	8758.241	146.12811	9001.422	8553.286	1000.0	1000.0	259999	522.1991	129.19586	692.52673	16.804745	522.19855	129.19063	695.978	17.240158	4.5902267	4.1703515	53.132736	-12.4449	11197.262	48.140312	13205.45887184143
66	8684.552	166.38693	9010.582	8383.916	7841.686	149.41473	8083.286	7680.518	8684.552	166.38693	9010.582	8383.916	7841.686	149.41473	8083.286	7680.518	8684.552	166.38693	9010.582	8383.916	7841.686	149.41473	8083.286	7680.518	8684.552	166.38693	9010.582	8383.916	7841.686	149.41473	8083.286	7680.518	8684.552	166.38693	9010.582	8383.916	7841.686	149.41473	8083.286	7680.518	8684.552	166.38693	9010.582	8383.916	7841.686	149.41473	8083.286	7680.518	7841.686	149.41473	8083.286	7680.518	8684.552	166.38693	9010.582	8383.916	1000.0	1000.0	263999	527.6839	129.5657	694.33514	10.757002	527.68384	129.56055	693.43365	14.571085	4.6240177	4.1808867	45.89368	-13.171814	11271.733	47.885147	13390.30262517929
67	9087.552	168.25362	9378.021	8880.424	7927.2393	105.15814	8078.0063	7796.6987	9087.552	168.25362	9378.021	8880.424	7927.2393	105.15814	8078.0063	7796.6987	9087.552	168.25362	9378.021	8880.424	7927.2393	105.15814	8078.0063	7796.6987	9087.552	168.25362	9378.021	8880.424	7927.2393	105.15814	8078.0063	7796.6987	9087.552	168.25362	9378.021	8880.424	7927.2393	105.15814	8078.0063	7796.6987	9087.552	168.25362	9378.021	8880.424	7927.2393	105.15814	8078.0063	7796.6987	7927.2393	105.15814	8078.0063	7796.6987	9087.552	168.25362	9378.021	8880.424	1000.0	1000.0	267999	532.97406	129.74207	711.2363	11.653249	532.97375	129.73477	709.85223	14.034879	4.6482472	4.198131	46.183987	-11.802528	11373.697	47.463276	13575.258243083954
68	8596.903	163.31448	8795.179	8246.844	7930.8413	222.94969	8224.734	7623.2397	8596.903	163.31448	8795.179	8246.844	7930.8413	222.94969	8224.734	7623.2397	8596.903	163.31448	8795.179	8246.844	7930.8413	222.94969	8224.734	7623.2397	8596.903	163.31448	8795.179	8246.844	7930.8413	222.94969	8224.734	7623.2397	8596.903	163.31448	8795.179	8246.844	7930.8413	222.94969	8224.734	7623.2397	8596.903	163.31448	8795.179	8246.844	7930.8413	222.94969	8224.734	7623.2397	7930.8413	222.94969	8224.734	7623.2397	8596.903	163.31448	8795.179	8246.844	1000.0	1000.0	271999	537.03357	130.26097	713.9325	17.295769	537.0331	130.25778	710.9549	17.072147	4.792721	4.250967	51.9	-12.184132	11422.74	48.92766	13757.74485373497
69	8173.829	107.003334	8355.8	7956.2217	7943.7246	160.67168	8151.986	7743.8623	8173.829	107.003334	8355.8	7956.2217	7943.7246	160.67168	8151.986	7743.8623	8173.829	107.003334	8355.8	7956.2217	7943.7246	160.67168	8151.986	7743.8623	8173.829	107.003334	8355.8	7956.2217	7943.7246	160.67168	8151.986	7743.8623	8173.829	107.003334	8355.8	7956.2217	7943.7246	160.67168	8151.986	7743.8623	8173.829	107.003334	8355.8	7956.2217	7943.7246	160.67168	8151.986	7743.8623	7943.7246	160.67168	8151.986	7743.8623	8173.829	107.003334	8355.8	7956.2217	1000.0	1000.0	275999	540.8763	131.41632	721.174	13.79101	540.8769	131.40855	716.4214	16.417675	4.774485	4.2390795	51.338505	-14.47905	11475.566	49.196617	13940.518226146698
70	9123.164	91.994095	9255.287	8927.513	8204.266	130.93878	8350.858	7999.701	9123.164	91.994095	9255.287	8927.513	8204.266	130.93878	8350.858	7999.701	9123.164	91.994095	9255.287	8927.513	8204.266	130.93878	8350.858	7999.701	9123.164	91.994095	9255.287	8927.513	8204.266	130.93878	8350.858	7999.701	9123.164	91.994095	9255.287	8927.513	8204.266	130.93878	8350.858	7999.701	9123.164	91.994095	9255.287	8927.513	8204.266	130.93878	8350.858	7999.701	8204.266	130.93878	8350.858	7999.701	9123.164	91.994095	9255.287	8927.513	1000.0	1000.0	279999	545.40015	131.90039	719.78204	15.992159	545.3993	131.8961	723.75684	13.939654	4.8961096	4.2550483	44.76258	-12.188639	11518.624	52.480743	14123.28671169281
71	9416.013	146.14017	9648.675	9143.853	8332.449	111.84474	8486.48	8185.8887	9416.013	146.14017	9648.675	9143.853	8332.449	111.84474	8486.48	8185.8887	9416.013	146.14017	9648.675	9143.853	8332.449	111.84474	8486.48	8185.8887	9416.013	146.14017	9648.675	9143.853	8332.449	111.84474	8486.48	8185.8887	9416.013	146.14017	9648.675	9143.853	8332.449	111.84474	8486.48	8185.8887	9416.013	146.14017	9648.675	9143.853	8332.449	111.84474	8486.48	8185.8887	8332.449	111.84474	8486.48	8185.8887	9416.013	146.14017	9648.675	9143.853	1000.0	1000.0	283999	550.679	132.03223	730.8155	17.079008	550.6789	132.02502	732.9415	17.88067	4.9420867	4.2430487	57.612698	-13.704166	11590.938	51.143444	14331.780982494354
72	9073.958	161.6619	9520.686	8918.466	8239.738	135.87697	8471.5	8126.0063	9073.958	161.6619	9520.686	8918.466	8239.738	135.87697	8471.5	8126.0063	9073.958	161.6619	9520.686	8918.466	8239.738	135.87697	8471.5	8126.0063	9073.958	161.6619	9520.686	8918.466	8239.738	135.87697	8471.5	8126.0063	9073.958	161.6619	9520.686	8918.466	8239.738	135.87697	8471.5	8126.0063	9073.958	161.6619	9520.686	8918.466	8239.738	135.87697	8471.5	8126.0063	8239.738	135.87697	8471.5	8126.0063	9073.958	161.6619	9520.686	8918.466	1000.0	1000.0	287999	555.10205	132.69492	737.91595	16.13864	555.10095	132.69374	739.44147	16.55205	4.898744	4.2300477	55.636665	-11.543516	11668.864	51.325016	14546.48312497139
73	8754.799	126.16496	8952.628	8531.439	8382.023	121.743774	8586.467	8269.051	8754.799	126.16496	8952.628	8531.439	8382.023	121.743774	8586.467	8269.051	8754.799	126.16496	8952.628	8531.439	8382.023	121.743774	8586.467	8269.051	8754.799	126.16496	8952.628	8531.439	8382.023	121.743774	8586.467	8269.051	8754.799	126.16496	8952.628	8531.439	8382.023	121.743774	8586.467	8269.051	8754.799	126.16496	8952.628	8531.439	8382.023	121.743774	8586.467	8269.051	8382.023	121.743774	8586.467	8269.051	8754.799	126.16496	8952.628	8531.439	1000.0	1000.0	291999	560.0924	132.83775	743.2147	16.684237	560.092	132.83244	738.0396	16.891636	5.007993	4.239456	50.071556	-12.063134	11797.734	52.250954	14760.842690706253
74	9465.471	105.17514	9631.531	9279.853	8385.38	286.54782	8754.2705	7981.4395	9465.471	105.17514	9631.531	9279.853	8385.38	286.54782	8754.2705	7981.4395	9465.471	105.17514	9631.531	9279.853	8385.38	286.54782	8754.2705	7981.4395	9465.471	105.17514	9631.531	9279.853	8385.38	286.54782	8754.2705	7981.4395	9465.471	105.17514	9631.531	9279.853	8385.38	286.54782	8754.2705	7981.4395	9465.471	105.17514	9631.531	9279.853	8385.38	286.54782	8754.2705	7981.4395	8385.38	286.54782	8754.2705	7981.4395	9465.471	105.17514	9631.531	9279.853	1000.0	1000.0	295999	563.73065	134.24634	749.0333	16.633694	563.7294	134.24187	750.2644	15.112265	5.0679564	4.2427573	43.158596	-13.031684	11895.873	53.087364	14975.140887022018
75	8872.896	126.43872	9103.612	8661.986	8204.23	229.70128	8528.909	7901.372	8872.896	126.43872	9103.612	8661.986	8204.23	229.70128	8528.909	7901.372	8872.896	126.43872	9103.612	8661.986	8204.23	229.70128	8528.909	7901.372	8872.896	126.43872	9103.612	8661.986	8204.23	229.70128	8528.909	7901.372	8872.896	126.43872	9103.612	8661.986	8204.23	229.70128	8528.909	7901.372	8872.896	126.43872	9103.612	8661.986	8204.23	229.70128	8528.909	7901.372	8204.23	229.70128	8528.909	7901.372	8872.896	126.43872	9103.612	8661.986	1000.0	1000.0	299999	568.05194	134.24084	752.5691	16.875587	568.05145	134.23882	757.25134	15.812777	5.12689	4.257189	45.38563	-15.702764	11906.862	52.779335	15189.556595563889
76	8475.289	100.14286	8589.418	8318.277	8422.552	183.71182	8651.447	8137.8584	8475.289	100.14286	8589.418	8318.277	8422.552	183.71182	8651.447	8137.8584	8475.289	100.14286	8589.418	8318.277	8422.552	183.71182	8651.447	8137.8584	8475.289	100.14286	8589.418	8318.277	8422.552	183.71182	8651.447	8137.8584	8475.289	100.14286	8589.418	8318.277	8422.552	183.71182	8651.447	8137.8584	8475.289	100.14286	8589.418	8318.277	8422.552	183.71182	8651.447	8137.8584	8422.552	183.71182	8651.447	8137.8584	8475.289	100.14286	8589.418	8318.277	1000.0	1000.0	303999	572.58057	134.82263	755.99335	15.599571	572.57904	134.8196	756.9317	16.133886	5.107713	4.271238	50.50463	-14.372908	11995.483	54.51919	15400.404503107071
77	9200.654	111.55227	9399.99	8969.978	8626.199	203.35579	8837.57	8388.778	9200.654	111.55227	9399.99	8969.978	8626.199	203.35579	8837.57	8388.778	9200.654	111.55227	9399.99	8969.978	8626.199	203.35579	8837.57	8388.778	9200.654	111.55227	9399.99	8969.978	8626.199	203.35579	8837.57	8388.778	9200.654	111.55227	9399.99	8969.978	8626.199	203.35579	8837.57	8388.778	9200.654	111.55227	9399.99	8969.978	8626.199	203.35579	8837.57	8388.778	8626.199	203.35579	8837.57	8388.778	9200.654	111.55227	9399.99	8969.978	1000.0	1000.0	307999	576.41486	134.84465	760.671	12.798973	576.4147	134.83852	759.6351	15.213303	5.118481	4.2733116	51.982494	-13.327343	12032.409	56.711166	15587.03677558899
78	9083.873	158.42982	9350.916	8833.377	8647.153	246.92068	8925.19	8317.725	9083.873	158.42982	9350.916	8833.377	8647.153	246.92068	8925.19	8317.725	9083.873	158.42982	9350.916	8833.377	8647.153	246.92068	8925.19	8317.725	9083.873	158.42982	9350.916	8833.377	8647.153	246.92068	8925.19	8317.725	9083.873	158.42982	9350.916	8833.377	8647.153	246.92068	8925.19	8317.725	9083.873	158.42982	9350.916	8833.377	8647.153	246.92068	8925.19	8317.725	8647.153	246.92068	8925.19	8317.725	9083.873	158.42982	9350.916	8833.377	1000.0	1000.0	311999	580.2765	134.94913	764.9711	12.03289	580.2757	134.94576	764.7194	14.5153055	5.136117	4.226766	40.474716	-12.662519	12085.444	55.39514	15771.856115102768
79	9521.397	193.95721	9955.033	9233.704	8590.387	211.87129	8808.967	8249.617	9521.397	193.95721	9955.033	9233.704	8590.387	211.87129	8808.967	8249.617	9521.397	193.95721	9955.033	9233.704	8590.387	211.87129	8808.967	8249.617	9521.397	193.95721	9955.033	9233.704	8590.387	211.87129	8808.967	8249.617	9521.397	193.95721	9955.033	9233.704	8590.387	211.87129	8808.967	8249.617	9521.397	193.95721	9955.033	9233.704	8590.387	211.87129	8808.967	8249.617	8590.387	211.87129	8808.967	8249.617	9521.397	193.95721	9955.033	9233.704	1000.0	1000.0	315999	584.57153	135.54073	767.19403	13.180024	584.571	135.53764	769.5593	14.038935	5.188655	4.2481956	43.476124	-15.158825	12166.068	56.312115	15956.861961603165
80	9357.919	103.403465	9566.131	9202.232	8810.245	84.38949	8945.861	8715.558	9357.919	103.403465	9566.131	9202.232	8810.245	84.38949	8945.861	8715.558	9357.919	103.403465	9566.131	9202.232	8810.245	84.38949	8945.861	8715.558	9357.919	103.403465	9566.131	9202.232	8810.245	84.38949	8945.861	8715.558	9357.919	103.403465	9566.131	9202.232	8810.245	84.38949	8945.861	8715.558	9357.919	103.403465	9566.131	9202.232	8810.245	84.38949	8945.861	8715.558	8810.245	84.38949	8945.861	8715.558	9357.919	103.403465	9566.131	9202.232	1000.0	1000.0	319999	588.2866	136.55331	771.44116	14.473142	588.28687	136.54442	773.4479	13.318834	5.2778144	4.2622437	49.923443	-12.411399	12229.188	57.289635	16135.479743719101
81	9239.143	174.84128	9453.338	8835.772	7842.0796	1320.3757	8817.624	5567.4253	9239.143	174.84128	9453.338	8835.772	7842.0796	1320.3757	8817.624	5567.4253	9239.143	174.84128	9453.338	8835.772	7842.0796	1320.3757	8817.624	5567.4253	9239.143	174.84128	9453.338	8835.772	7842.0796	1320.3757	8817.624	5567.4253	9239.143	174.84128	9453.338	8835.772	7842.0796	1320.3757	8817.624	5567.4253	9239.143	174.84128	9453.338	8835.772	7842.0796	1320.3757	8817.624	5567.4253	7842.0796	1320.3757	8817.624	5567.4253	9239.143	174.84128	9453.338	8835.772	1000.0	1000.0	323999	592.41486	137.252	773.73004	11.948434	592.41425	137.24762	773.425	14.631505	5.35584	4.286362	42.44274	-12.037613	12288.377	56.64731	16317.39268541336
82	9329.363	192.64238	9661.877	9102.229	8692.119	79.157005	8790.52	8572.0625	9329.363	192.64238	9661.877	9102.229	8692.119	79.157005	8790.52	8572.0625	9329.363	192.64238	9661.877	9102.229	8692.119	79.157005	8790.52	8572.0625	9329.363	192.64238	9661.877	9102.229	8692.119	79.157005	8790.52	8572.0625	9329.363	192.64238	9661.877	9102.229	8692.119	79.157005	8790.52	8572.0625	9329.363	192.64238	9661.877	9102.229	8692.119	79.157005	8790.52	8572.0625	8692.119	79.157005	8790.52	8572.0625	9329.363	192.64238	9661.877	9102.229	1000.0	1000.0	327999	596.23315	137.97351	777.878	14.302098	596.23175	137.96802	777.7833	13.286713	5.360305	4.293114	48.976154	-13.434245	12368.572	56.613876	16496.598886966705
83	9237.111	127.75406	9514.873	9042.535	8840.28	318.1188	9311.354	8442.861	9237.111	127.75406	9514.873	9042.535	8840.28	318.1188	9311.354	8442.861	9237.111	127.75406	9514.873	9042.535	8840.28	318.1188	9311.354	8442.861	9237.111	127.75406	9514.873	9042.535	8840.28	318.1188	9311.354	8442.861	9237.111	127.75406	9514.873	9042.535	8840.28	318.1188	9311.354	8442.861	9237.111	127.75406	9514.873	9042.535	8840.28	318.1188	9311.354	8442.861	8840.28	318.1188	9311.354	8442.861	9237.111	127.75406	9514.873	9042.535	1000.0	1000.0	331999	600.03625	138.21022	782.78784	13.798705	600.0358	138.20363	782.865	11.272268	5.3435583	4.2642093	50.777367	-13.43334	12432.632	60.16349	16694.67037820816
84	8252.353	112.377396	8378.057	7982.3677	8852.346	55.759357	8916.077	8764.27	8252.353	112.377396	8378.057	7982.3677	8852.346	55.759357	8916.077	8764.27	8252.353	112.377396	8378.057	7982.3677	8852.346	55.759357	8916.077	8764.27	8252.353	112.377396	8378.057	7982.3677	8852.346	55.759357	8916.077	8764.27	8252.353	112.377396	8378.057	7982.3677	8852.346	55.759357	8916.077	8764.27	8252.353	112.377396	8378.057	7982.3677	8852.346	55.759357	8916.077	8764.27	8852.346	55.759357	8916.077	8764.27	8252.353	112.377396	8378.057	7982.3677	1000.0	1000.0	335999	603.6543	138.80249	788.2066	11.275246	603.6541	138.7959	788.8002	12.460477	5.413789	4.262355	42.716526	-13.81605	12428.969	65.49261	16902.535467386246
85	9566.3545	130.99501	9772.575	9306.417	8758.207	271.1043	9115.827	8358.663	9566.3545	130.99501	9772.575	9306.417	8758.207	271.1043	9115.827	8358.663	9566.3545	130.99501	9772.575	9306.417	8758.207	271.1043	9115.827	8358.663	9566.3545	130.99501	9772.575	9306.417	8758.207	271.1043	9115.827	8358.663	9566.3545	130.99501	9772.575	9306.417	8758.207	271.1043	9115.827	8358.663	9566.3545	130.99501	9772.575	9306.417	8758.207	271.1043	9115.827	8358.663	8758.207	271.1043	9115.827	8358.663	9566.3545	130.99501	9772.575	9306.417	1000.0	1000.0	339999	606.61774	139.13301	797.4252	14.059827	606.61646	139.1297	794.3947	13.683622	5.4501505	4.248102	50.17447	-12.388506	12510.644	62.17438	17109.255502939224
86	9590.77	204.44301	9857.8955	9247.3955	8956.001	163.65933	9109.878	8687.289	9590.77	204.44301	9857.8955	9247.3955	8956.001	163.65933	9109.878	8687.289	9590.77	204.44301	9857.8955	9247.3955	8956.001	163.65933	9109.878	8687.289	9590.77	204.44301	9857.8955	9247.3955	8956.001	163.65933	9109.878	8687.289	9590.77	204.44301	9857.8955	9247.3955	8956.001	163.65933	9109.878	8687.289	9590.77	204.44301	9857.8955	9247.3955	8956.001	163.65933	9109.878	8687.289	8956.001	163.65933	9109.878	8687.289	9590.77	204.44301	9857.8955	9247.3955	1000.0	1000.0	343999	610.02325	138.82721	797.1351	11.112219	610.02264	138.8228	799.08264	13.172686	5.5224967	4.264903	41.980026	-12.618142	12595.608	61.222103	17295.85840153694
87	7861.7476	78.73107	7961.3823	7718.971	9128.014	117.31137	9319.18	9024.226	7861.7476	78.73107	7961.3823	7718.971	9128.014	117.31137	9319.18	9024.226	7861.7476	78.73107	7961.3823	7718.971	9128.014	117.31137	9319.18	9024.226	7861.7476	78.73107	7961.3823	7718.971	9128.014	117.31137	9319.18	9024.226	7861.7476	78.73107	7961.3823	7718.971	9128.014	117.31137	9319.18	9024.226	7861.7476	78.73107	7961.3823	7718.971	9128.014	117.31137	9319.18	9024.226	9128.014	117.31137	9319.18	9024.226	7861.7476	78.73107	7961.3823	7718.971	1000.0	1000.0	347999	613.5476	139.18758	805.5858	13.082703	613.54694	139.18146	801.4959	14.039747	5.457155	4.246148	64.41591	-13.214298	12707.868	61.231388	17476.106483221054
