Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageTestEnv2Ret	StdTestEnv2Ret	MaxTestEnv2Ret	MinTestEnv2Ret	AverageEnv2Ret	StdEnv2Ret	MaxEnv2Ret	MinEnv2Ret	AverageTestEnv3Ret	StdTestEnv3Ret	MaxTestEnv3Ret	MinTestEnv3Ret	AverageEnv3Ret	StdEnv3Ret	MaxEnv3Ret	MinEnv3Ret	AverageTestEnv4Ret	StdTestEnv4Ret	MaxTestEnv4Ret	MinTestEnv4Ret	AverageEnv4Ret	StdEnv4Ret	MaxEnv4Ret	MinEnv4Ret	AverageTestEnv5Ret	StdTestEnv5Ret	MaxTestEnv5Ret	MinTestEnv5Ret	AverageEnv5Ret	StdEnv5Ret	MaxEnv5Ret	MinEnv5Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
156	11479.827	229.37802	11872.039	11124.866	10786.756	109.421875	10958.3955	10691.365	11479.827	229.37802	11872.039	11124.866	10786.756	109.421875	10958.3955	10691.365	11479.827	229.37802	11872.039	11124.866	10786.756	109.421875	10958.3955	10691.365	11479.827	229.37802	11872.039	11124.866	10786.756	109.421875	10958.3955	10691.365	11479.827	229.37802	11872.039	11124.866	10786.756	109.421875	10958.3955	10691.365	11479.827	229.37802	11872.039	11124.866	10786.756	109.421875	10958.3955	10691.365	10786.756	109.421875	10958.3955	10691.365	11479.827	229.37802	11872.039	11124.866	1000.0	1000.0	623999	774.858	169.35782	989.38684	5.342582	774.8584	169.353	990.10565	5.370825	6.951693	4.347766	128.5528	-14.367952	14519.179	99.82939	31157.068288326263
157	11387.291	213.38971	11606.01	10927.6045	10943.027	142.8419	11116.315	10756.367	11387.291	213.38971	11606.01	10927.6045	10943.027	142.8419	11116.315	10756.367	11387.291	213.38971	11606.01	10927.6045	10943.027	142.8419	11116.315	10756.367	11387.291	213.38971	11606.01	10927.6045	10943.027	142.8419	11116.315	10756.367	11387.291	213.38971	11606.01	10927.6045	10943.027	142.8419	11116.315	10756.367	11387.291	213.38971	11606.01	10927.6045	10943.027	142.8419	11116.315	10756.367	10943.027	142.8419	11116.315	10756.367	11387.291	213.38971	11606.01	10927.6045	1000.0	1000.0	627999	775.9156	169.89833	988.4981	5.37938	775.9155	169.8894	991.1838	5.407331	6.905399	4.3203645	54.177574	-11.946802	14533.998	95.44767	31365.893119573593
158	11423.549	128.97026	11696.293	11251.287	10861.32	44.759556	10928.477	10811.207	11423.549	128.97026	11696.293	11251.287	10861.32	44.759556	10928.477	10811.207	11423.549	128.97026	11696.293	11251.287	10861.32	44.759556	10928.477	10811.207	11423.549	128.97026	11696.293	11251.287	10861.32	44.759556	10928.477	10811.207	11423.549	128.97026	11696.293	11251.287	10861.32	44.759556	10928.477	10811.207	11423.549	128.97026	11696.293	11251.287	10861.32	44.759556	10928.477	10811.207	10861.32	44.759556	10928.477	10811.207	11423.549	128.97026	11696.293	11251.287	1000.0	1000.0	631999	777.79254	169.54272	997.8474	5.4135427	777.7938	169.53282	995.5602	5.441944	7.059088	4.369022	57.59166	-11.916994	14472.338	89.55373	31571.204215049744
159	11277.738	244.62329	11681.663	10848.147	10846.513	267.77368	11211.393	10465.418	11277.738	244.62329	11681.663	10848.147	10846.513	267.77368	11211.393	10465.418	11277.738	244.62329	11681.663	10848.147	10846.513	267.77368	11211.393	10465.418	11277.738	244.62329	11681.663	10848.147	10846.513	267.77368	11211.393	10465.418	11277.738	244.62329	11681.663	10848.147	10846.513	267.77368	11211.393	10465.418	11277.738	244.62329	11681.663	10848.147	10846.513	267.77368	11211.393	10465.418	10846.513	267.77368	11211.393	10465.418	11277.738	244.62329	11681.663	10848.147	1000.0	1000.0	635999	780.13544	169.67812	995.5528	5.451507	780.1347	169.67235	994.5923	5.476078	6.890151	4.315797	64.93316	-13.060596	14443.641	87.89194	31750.302293539047
160	11056.497	181.33243	11277.534	10732.891	10828.097	86.62816	10947.743	10703.829	11056.497	181.33243	11277.534	10732.891	10828.097	86.62816	10947.743	10703.829	11056.497	181.33243	11277.534	10732.891	10828.097	86.62816	10947.743	10703.829	11056.497	181.33243	11277.534	10732.891	10828.097	86.62816	10947.743	10703.829	11056.497	181.33243	11277.534	10732.891	10828.097	86.62816	10947.743	10703.829	11056.497	181.33243	11277.534	10732.891	10828.097	86.62816	10947.743	10703.829	10828.097	86.62816	10947.743	10703.829	11056.497	181.33243	11277.534	10732.891	1000.0	1000.0	639999	781.595	169.85037	1001.17737	5.4868326	781.59454	169.84845	998.5802	5.51113	7.0007877	4.3764534	89.76245	-11.566521	14492.552	92.01085	31932.708063602448
161	11127.756	102.9446	11304.0625	10965.693	10780.088	154.13098	10906.462	10518.932	11127.756	102.9446	11304.0625	10965.693	10780.088	154.13098	10906.462	10518.932	11127.756	102.9446	11304.0625	10965.693	10780.088	154.13098	10906.462	10518.932	11127.756	102.9446	11304.0625	10965.693	10780.088	154.13098	10906.462	10518.932	11127.756	102.9446	11304.0625	10965.693	10780.088	154.13098	10906.462	10518.932	11127.756	102.9446	11304.0625	10965.693	10780.088	154.13098	10906.462	10518.932	10780.088	154.13098	10906.462	10518.932	11127.756	102.9446	11304.0625	10965.693	1000.0	1000.0	643999	783.92267	169.38564	998.2205	-15.855814	783.9238	169.37521	997.6432	5.547172	7.043447	4.340042	58.96375	-16.119709	14636.039	87.44024	32111.8912961483
162	11316.648	138.95552	11515.119	11087.487	10814.455	247.29468	11071.573	10447.778	11316.648	138.95552	11515.119	11087.487	10814.455	247.29468	11071.573	10447.778	11316.648	138.95552	11515.119	11087.487	10814.455	247.29468	11071.573	10447.778	11316.648	138.95552	11515.119	11087.487	10814.455	247.29468	11071.573	10447.778	11316.648	138.95552	11515.119	11087.487	10814.455	247.29468	11071.573	10447.778	11316.648	138.95552	11515.119	11087.487	10814.455	247.29468	11071.573	10447.778	10814.455	247.29468	11071.573	10447.778	11316.648	138.95552	11515.119	11087.487	1000.0	1000.0	647999	784.8897	169.91313	1003.2489	-1.2522006	784.89	169.90515	1004.1482	5.5766115	7.013245	4.334018	58.083042	-11.477239	14523.205	96.3778	32302.368230342865
163	11199.436	86.70553	11281.102	10951.73	10896.57	123.66493	11041.667	10767.4	11199.436	86.70553	11281.102	10951.73	10896.57	123.66493	11041.667	10767.4	11199.436	86.70553	11281.102	10951.73	10896.57	123.66493	11041.667	10767.4	11199.436	86.70553	11281.102	10951.73	10896.57	123.66493	11041.667	10767.4	11199.436	86.70553	11281.102	10951.73	10896.57	123.66493	11041.667	10767.4	11199.436	86.70553	11281.102	10951.73	10896.57	123.66493	11041.667	10767.4	10896.57	123.66493	11041.667	10767.4	11199.436	86.70553	11281.102	10951.73	1000.0	1000.0	651999	787.338	169.18909	1004.909	5.587184	787.3384	169.1803	1004.66833	5.6101823	7.064578	4.3240824	56.64146	-11.304475	14565.452	89.45191	32494.537741184235
164	11603.467	119.321014	11794.914	11356.705	10765.124	94.18056	10873.244	10615.87	11603.467	119.321014	11794.914	11356.705	10765.124	94.18056	10873.244	10615.87	11603.467	119.321014	11794.914	11356.705	10765.124	94.18056	10873.244	10615.87	11603.467	119.321014	11794.914	11356.705	10765.124	94.18056	10873.244	10615.87	11603.467	119.321014	11794.914	11356.705	10765.124	94.18056	10873.244	10615.87	11603.467	119.321014	11794.914	11356.705	10765.124	94.18056	10873.244	10615.87	10765.124	94.18056	10873.244	10615.87	11603.467	119.321014	11794.914	11356.705	1000.0	1000.0	655999	788.36615	169.31886	1008.9701	5.6198106	788.3654	169.31297	1008.1938	5.6406245	7.0459614	4.347986	59.13436	-13.796129	14594.508	96.56129	32687.8357899189
165	10472.969	112.20145	10638.206	10291.441	10831.342	106.22532	10926.526	10660.196	10472.969	112.20145	10638.206	10291.441	10831.342	106.22532	10926.526	10660.196	10472.969	112.20145	10638.206	10291.441	10831.342	106.22532	10926.526	10660.196	10472.969	112.20145	10638.206	10291.441	10831.342	106.22532	10926.526	10660.196	10472.969	112.20145	10638.206	10291.441	10831.342	106.22532	10926.526	10660.196	10472.969	112.20145	10638.206	10291.441	10831.342	106.22532	10926.526	10660.196	10831.342	106.22532	10926.526	10660.196	10472.969	112.20145	10638.206	10291.441	1000.0	1000.0	659999	790.4621	168.76256	1028.1963	-4.496399	790.4612	168.75937	1024.0127	5.670833	7.0929575	4.3842216	59.474525	-11.770734	14570.733	92.88708	32887.26570701599
166	10704.0625	1455.904	11370.96	6352.022	10820.558	222.98534	11071.389	10486.616	10704.0625	1455.904	11370.96	6352.022	10820.558	222.98534	11071.389	10486.616	10704.0625	1455.904	11370.96	6352.022	10820.558	222.98534	11071.389	10486.616	10704.0625	1455.904	11370.96	6352.022	10820.558	222.98534	11071.389	10486.616	10704.0625	1455.904	11370.96	6352.022	10820.558	222.98534	11071.389	10486.616	10704.0625	1455.904	11370.96	6352.022	10820.558	222.98534	11071.389	10486.616	10820.558	222.98534	11071.389	10486.616	10704.0625	1455.904	11370.96	6352.022	1000.0	1000.0	663999	791.2392	169.75961	1028.5018	3.6410475	791.24054	169.74803	1022.45074	5.701584	7.078942	4.3382516	47.947777	-13.395611	14576.726	97.066376	33094.74326181412
167	11245.694	97.65985	11340.601	10987.334	10836.744	78.621	10927.631	10747.2705	11245.694	97.65985	11340.601	10987.334	10836.744	78.621	10927.631	10747.2705	11245.694	97.65985	11340.601	10987.334	10836.744	78.621	10927.631	10747.2705	11245.694	97.65985	11340.601	10987.334	10836.744	78.621	10927.631	10747.2705	11245.694	97.65985	11340.601	10987.334	10836.744	78.621	10927.631	10747.2705	11245.694	97.65985	11340.601	10987.334	10836.744	78.621	10927.631	10747.2705	10836.744	78.621	10927.631	10747.2705	11245.694	97.65985	11340.601	10987.334	1000.0	1000.0	667999	792.89624	169.67319	1021.5245	5.7176824	792.8965	169.6643	1023.7794	5.7365656	7.098082	4.369716	72.97847	-11.370421	14600.692	97.13369	33304.08748626709
168	11220.944	105.33049	11408.533	11069.573	10906.526	140.39748	11074.281	10699.6	11220.944	105.33049	11408.533	11069.573	10906.526	140.39748	11074.281	10699.6	11220.944	105.33049	11408.533	11069.573	10906.526	140.39748	11074.281	10699.6	11220.944	105.33049	11408.533	11069.573	10906.526	140.39748	11074.281	10699.6	11220.944	105.33049	11408.533	11069.573	10906.526	140.39748	11074.281	10699.6	11220.944	105.33049	11408.533	11069.573	10906.526	140.39748	11074.281	10699.6	10906.526	140.39748	11074.281	10699.6	11220.944	105.33049	11408.533	11069.573	1000.0	1000.0	671999	794.1666	169.70148	1025.5653	5.7541265	794.16693	169.69841	1026.3898	5.7705665	7.0534186	4.3166294	72.56394	-15.992433	14502.279	92.76646	33510.573127985
169	11055.478	155.35464	11213.971	10666.998	10930.374	120.73715	11108.091	10771.769	11055.478	155.35464	11213.971	10666.998	10930.374	120.73715	11108.091	10771.769	11055.478	155.35464	11213.971	10666.998	10930.374	120.73715	11108.091	10771.769	11055.478	155.35464	11213.971	10666.998	10930.374	120.73715	11108.091	10771.769	11055.478	155.35464	11213.971	10666.998	10930.374	120.73715	11108.091	10771.769	11055.478	155.35464	11213.971	10666.998	10930.374	120.73715	11108.091	10771.769	10930.374	120.73715	11108.091	10771.769	11055.478	155.35464	11213.971	10666.998	1000.0	1000.0	675999	795.6691	169.56212	1024.4194	5.785417	795.66864	169.5566	1025.6312	5.8021326	7.0973015	4.3452406	50.634327	-12.001733	14551.964	87.09147	33717.74189209938
170	11399.194	210.52728	11869.047	11145.687	10902.889	304.24365	11315.423	10490.392	11399.194	210.52728	11869.047	11145.687	10902.889	304.24365	11315.423	10490.392	11399.194	210.52728	11869.047	11145.687	10902.889	304.24365	11315.423	10490.392	11399.194	210.52728	11869.047	11145.687	10902.889	304.24365	11315.423	10490.392	11399.194	210.52728	11869.047	11145.687	10902.889	304.24365	11315.423	10490.392	11399.194	210.52728	11869.047	11145.687	10902.889	304.24365	11315.423	10490.392	10902.889	304.24365	11315.423	10490.392	11399.194	210.52728	11869.047	11145.687	1000.0	1000.0	679999	797.3237	169.3189	1023.6415	5.8175316	797.3236	169.31392	1026.8467	5.8353767	7.0857487	4.3475924	75.64989	-13.408487	14562.439	93.77383	33923.40491104126
171	11617.591	194.83502	11985.031	11276.327	10265.622	1303.7385	11177.46	8016.2197	11617.591	194.83502	11985.031	11276.327	10265.622	1303.7385	11177.46	8016.2197	11617.591	194.83502	11985.031	11276.327	10265.622	1303.7385	11177.46	8016.2197	11617.591	194.83502	11985.031	11276.327	10265.622	1303.7385	11177.46	8016.2197	11617.591	194.83502	11985.031	11276.327	10265.622	1303.7385	11177.46	8016.2197	11617.591	194.83502	11985.031	11276.327	10265.622	1303.7385	11177.46	8016.2197	10265.622	1303.7385	11177.46	8016.2197	11617.591	194.83502	11985.031	11276.327	1000.0	1000.0	683999	799.0162	169.82416	1025.6904	5.850819	799.01624	169.81886	1026.6031	5.8680787	7.133105	4.379198	54.182808	-14.0626545	14607.263	95.11962	34112.76154446602
172	11397.076	123.805565	11661.14	11216.752	10943.406	142.02306	11068.869	10704.084	11397.076	123.805565	11661.14	11216.752	10943.406	142.02306	11068.869	10704.084	11397.076	123.805565	11661.14	11216.752	10943.406	142.02306	11068.869	10704.084	11397.076	123.805565	11661.14	11216.752	10943.406	142.02306	11068.869	10704.084	11397.076	123.805565	11661.14	11216.752	10943.406	142.02306	11068.869	10704.084	11397.076	123.805565	11661.14	11216.752	10943.406	142.02306	11068.869	10704.084	10943.406	142.02306	11068.869	10704.084	11397.076	123.805565	11661.14	11216.752	1000.0	1000.0	687999	800.1073	169.81862	1030.852	5.883232	800.1073	169.81377	1028.9102	5.9010105	7.1683836	4.3640385	66.46511	-14.0566635	14610.95	101.66578	34297.52595829964
173	11705.111	138.68166	11921.612	11502.672	10999.408	149.5599	11200.921	10850.244	11705.111	138.68166	11921.612	11502.672	10999.408	149.5599	11200.921	10850.244	11705.111	138.68166	11921.612	11502.672	10999.408	149.5599	11200.921	10850.244	11705.111	138.68166	11921.612	11502.672	10999.408	149.5599	11200.921	10850.244	11705.111	138.68166	11921.612	11502.672	10999.408	149.5599	11200.921	10850.244	11705.111	138.68166	11921.612	11502.672	10999.408	149.5599	11200.921	10850.244	10999.408	149.5599	11200.921	10850.244	11705.111	138.68166	11921.612	11502.672	1000.0	1000.0	691999	801.041	170.84146	1029.2474	5.9179997	801.04175	170.8327	1027.7372	5.9358964	7.1134	4.3444886	54.488956	-15.842325	14533.806	93.87005	34482.90442442894
174	11502.703	174.72453	11785.007	11237.8125	10921.933	176.81516	11087.626	10648.959	11502.703	174.72453	11785.007	11237.8125	10921.933	176.81516	11087.626	10648.959	11502.703	174.72453	11785.007	11237.8125	10921.933	176.81516	11087.626	10648.959	11502.703	174.72453	11785.007	11237.8125	10921.933	176.81516	11087.626	10648.959	11502.703	174.72453	11785.007	11237.8125	10921.933	176.81516	11087.626	10648.959	11502.703	174.72453	11785.007	11237.8125	10921.933	176.81516	11087.626	10648.959	10921.933	176.81516	11087.626	10648.959	11502.703	174.72453	11785.007	11237.8125	1000.0	1000.0	695999	802.48895	169.91557	1033.2474	5.952387	802.4879	169.9107	1037.3243	5.966633	7.2308755	4.3162737	66.35303	-10.788346	14539.544	98.77036	34669.75969815254
175	11774.295	70.446686	11879.484	11647.567	10967.592	34.536377	11020.904	10924.873	11774.295	70.446686	11879.484	11647.567	10967.592	34.536377	11020.904	10924.873	11774.295	70.446686	11879.484	11647.567	10967.592	34.536377	11020.904	10924.873	11774.295	70.446686	11879.484	11647.567	10967.592	34.536377	11020.904	10924.873	11774.295	70.446686	11879.484	11647.567	10967.592	34.536377	11020.904	10924.873	11774.295	70.446686	11879.484	11647.567	10967.592	34.536377	11020.904	10924.873	10967.592	34.536377	11020.904	10924.873	11774.295	70.446686	11879.484	11647.567	1000.0	1000.0	699999	804.43365	169.59792	1031.6548	5.985552	804.4332	169.59329	1032.5187	5.999667	7.200033	4.350682	93.536865	-11.951046	14571.296	98.17667	34859.280978918076
176	11848.789	193.99925	12099.556	11443.927	11076.408	77.94064	11154.452	10946.992	11848.789	193.99925	12099.556	11443.927	11076.408	77.94064	11154.452	10946.992	11848.789	193.99925	12099.556	11443.927	11076.408	77.94064	11154.452	10946.992	11848.789	193.99925	12099.556	11443.927	11076.408	77.94064	11154.452	10946.992	11848.789	193.99925	12099.556	11443.927	11076.408	77.94064	11154.452	10946.992	11848.789	193.99925	12099.556	11443.927	11076.408	77.94064	11154.452	10946.992	11076.408	77.94064	11154.452	10946.992	11848.789	193.99925	12099.556	11443.927	1000.0	1000.0	703999	805.5104	169.30261	1036.693	6.0173006	805.5093	169.30539	1036.617	6.033543	7.1946344	4.3969793	46.515545	-12.401641	14579.608	97.49377	35046.37348842621
177	11127.314	130.81346	11337.047	10914.653	10813.314	275.0067	11217.182	10513.166	11127.314	130.81346	11337.047	10914.653	10813.314	275.0067	11217.182	10513.166	11127.314	130.81346	11337.047	10914.653	10813.314	275.0067	11217.182	10513.166	11127.314	130.81346	11337.047	10914.653	10813.314	275.0067	11217.182	10513.166	11127.314	130.81346	11337.047	10914.653	10813.314	275.0067	11217.182	10513.166	11127.314	130.81346	11337.047	10914.653	10813.314	275.0067	11217.182	10513.166	10813.314	275.0067	11217.182	10513.166	11127.314	130.81346	11337.047	10914.653	1000.0	1000.0	707999	805.92065	169.71289	1044.8857	6.047944	805.9205	169.70554	1042.5405	6.0674777	7.2588973	4.413452	57.024612	-11.502547	14643.786	100.8148	35232.05488181114
178	11411.756	73.30097	11512.887	11316.402	11170.261	198.89209	11333.66	10834.676	11411.756	73.30097	11512.887	11316.402	11170.261	198.89209	11333.66	10834.676	11411.756	73.30097	11512.887	11316.402	11170.261	198.89209	11333.66	10834.676	11411.756	73.30097	11512.887	11316.402	11170.261	198.89209	11333.66	10834.676	11411.756	73.30097	11512.887	11316.402	11170.261	198.89209	11333.66	10834.676	11411.756	73.30097	11512.887	11316.402	11170.261	198.89209	11333.66	10834.676	11170.261	198.89209	11333.66	10834.676	11411.756	73.30097	11512.887	11316.402	1000.0	1000.0	711999	807.23535	170.0395	1049.2454	6.0795565	807.2369	170.03389	1044.8177	6.0976477	7.261132	4.42604	47.258354	-12.996746	14731.457	107.21907	35415.394082307816
179	11722.094	156.67014	11986.69	11407.423	11075.428	190.56505	11401.869	10934.103	11722.094	156.67014	11986.69	11407.423	11075.428	190.56505	11401.869	10934.103	11722.094	156.67014	11986.69	11407.423	11075.428	190.56505	11401.869	10934.103	11722.094	156.67014	11986.69	11407.423	11075.428	190.56505	11401.869	10934.103	11722.094	156.67014	11986.69	11407.423	11075.428	190.56505	11401.869	10934.103	11722.094	156.67014	11986.69	11407.423	11075.428	190.56505	11401.869	10934.103	11075.428	190.56505	11401.869	10934.103	11722.094	156.67014	11986.69	11407.423	1000.0	1000.0	715999	808.39233	170.60008	1036.9468	6.1114593	808.3921	170.59091	1036.4277	6.128722	7.3108964	4.452225	63.66739	-11.889406	14704.652	92.25764	35599.340405225754
180	11793.236	155.62102	12007.674	11489.844	10947.365	162.16167	11135.365	10688.06	11793.236	155.62102	12007.674	11489.844	10947.365	162.16167	11135.365	10688.06	11793.236	155.62102	12007.674	11489.844	10947.365	162.16167	11135.365	10688.06	11793.236	155.62102	12007.674	11489.844	10947.365	162.16167	11135.365	10688.06	11793.236	155.62102	12007.674	11489.844	10947.365	162.16167	11135.365	10688.06	11793.236	155.62102	12007.674	11489.844	10947.365	162.16167	11135.365	10688.06	10947.365	162.16167	11135.365	10688.06	11793.236	155.62102	12007.674	11489.844	1000.0	1000.0	719999	810.12006	169.93927	1045.3563	6.1442237	810.12103	169.93188	1044.8467	6.160182	7.2734556	4.4180503	63.494617	-11.339363	14773.422	107.68095	35784.93084192276
181	11851.1	79.48505	11946.608	11694.516	11167.716	129.38219	11368.979	11011.55	11851.1	79.48505	11946.608	11694.516	11167.716	129.38219	11368.979	11011.55	11851.1	79.48505	11946.608	11694.516	11167.716	129.38219	11368.979	11011.55	11851.1	79.48505	11946.608	11694.516	11167.716	129.38219	11368.979	11011.55	11851.1	79.48505	11946.608	11694.516	11167.716	129.38219	11368.979	11011.55	11851.1	79.48505	11946.608	11694.516	11167.716	129.38219	11368.979	11011.55	11167.716	129.38219	11368.979	11011.55	11851.1	79.48505	11946.608	11694.516	1000.0	1000.0	723999	811.70166	169.36806	1048.487	-22.97842	811.702	169.36699	1049.6626	6.193677	7.228852	4.3790736	61.60535	-11.5075865	14727.66	100.07621	35966.105286598206
182	11723.06	237.19997	11959.482	11192.477	11063.006	201.44199	11338.814	10772.453	11723.06	237.19997	11959.482	11192.477	11063.006	201.44199	11338.814	10772.453	11723.06	237.19997	11959.482	11192.477	11063.006	201.44199	11338.814	10772.453	11723.06	237.19997	11959.482	11192.477	11063.006	201.44199	11338.814	10772.453	11723.06	237.19997	11959.482	11192.477	11063.006	201.44199	11338.814	10772.453	11723.06	237.19997	11959.482	11192.477	11063.006	201.44199	11338.814	10772.453	11063.006	201.44199	11338.814	10772.453	11723.06	237.19997	11959.482	11192.477	1000.0	1000.0	727999	812.4894	170.11755	1045.8662	-16.67077	812.49066	170.10738	1046.3279	6.229578	7.2391744	4.3767233	78.82972	-12.489468	14767.982	97.35894	36147.43539357185
183	11688.6455	233.31642	11945.413	11092.06	11234.37	103.359825	11370.774	11090.285	11688.6455	233.31642	11945.413	11092.06	11234.37	103.359825	11370.774	11090.285	11688.6455	233.31642	11945.413	11092.06	11234.37	103.359825	11370.774	11090.285	11688.6455	233.31642	11945.413	11092.06	11234.37	103.359825	11370.774	11090.285	11688.6455	233.31642	11945.413	11092.06	11234.37	103.359825	11370.774	11090.285	11688.6455	233.31642	11945.413	11092.06	11234.37	103.359825	11370.774	11090.285	11234.37	103.359825	11370.774	11090.285	11688.6455	233.31642	11945.413	11092.06	1000.0	1000.0	731999	814.62335	168.85226	1041.9017	6.248064	814.6232	168.8446	1038.953	6.2622643	7.190278	4.3695817	52.301636	-12.367334	14775.814	98.696976	36338.515427351
184	11641.451	117.27816	11756.678	11429.848	11083.035	214.84593	11394.287	10787.966	11641.451	117.27816	11756.678	11429.848	11083.035	214.84593	11394.287	10787.966	11641.451	117.27816	11756.678	11429.848	11083.035	214.84593	11394.287	10787.966	11641.451	117.27816	11756.678	11429.848	11083.035	214.84593	11394.287	10787.966	11641.451	117.27816	11756.678	11429.848	11083.035	214.84593	11394.287	10787.966	11641.451	117.27816	11756.678	11429.848	11083.035	214.84593	11394.287	10787.966	11083.035	214.84593	11394.287	10787.966	11641.451	117.27816	11756.678	11429.848	1000.0	1000.0	735999	815.0778	170.88988	1050.1958	6.2795906	815.07855	170.88077	1045.739	6.294985	7.225104	4.3726225	61.423134	-11.737637	14761.86	106.475876	36526.377469301224
185	10943.082	114.83148	11148.066	10727.254	10954.749	58.931633	10999.688	10853.663	10943.082	114.83148	11148.066	10727.254	10954.749	58.931633	10999.688	10853.663	10943.082	114.83148	11148.066	10727.254	10954.749	58.931633	10999.688	10853.663	10943.082	114.83148	11148.066	10727.254	10954.749	58.931633	10999.688	10853.663	10943.082	114.83148	11148.066	10727.254	10954.749	58.931633	10999.688	10853.663	10943.082	114.83148	11148.066	10727.254	10954.749	58.931633	10999.688	10853.663	10954.749	58.931633	10999.688	10853.663	10943.082	114.83148	11148.066	10727.254	1000.0	1000.0	739999	816.6364	170.1776	1048.0966	-17.753586	816.6348	170.1805	1050.8683	6.3263726	7.297689	4.3911023	62.27212	-10.873517	14723.104	106.66632	36714.144340753555
186	11050.586	96.564415	11189.843	10881.101	11235.727	181.32208	11534.162	11045.937	11050.586	96.564415	11189.843	10881.101	11235.727	181.32208	11534.162	11045.937	11050.586	96.564415	11189.843	10881.101	11235.727	181.32208	11534.162	11045.937	11050.586	96.564415	11189.843	10881.101	11235.727	181.32208	11534.162	11045.937	11050.586	96.564415	11189.843	10881.101	11235.727	181.32208	11534.162	11045.937	11050.586	96.564415	11189.843	10881.101	11235.727	181.32208	11534.162	11045.937	11235.727	181.32208	11534.162	11045.937	11050.586	96.564415	11189.843	10881.101	1000.0	1000.0	743999	817.8121	169.7438	1049.452	6.3425016	817.8126	169.73634	1046.983	6.3589907	7.287809	4.361695	59.84482	-10.01473	14824.412	105.37494	36899.129232406616
187	11218.982	72.830986	11320.129	11115.024	11271.242	126.89655	11413.657	11076.403	11218.982	72.830986	11320.129	11115.024	11271.242	126.89655	11413.657	11076.403	11218.982	72.830986	11320.129	11115.024	11271.242	126.89655	11413.657	11076.403	11218.982	72.830986	11320.129	11115.024	11271.242	126.89655	11413.657	11076.403	11218.982	72.830986	11320.129	11115.024	11271.242	126.89655	11413.657	11076.403	11218.982	72.830986	11320.129	11115.024	11271.242	126.89655	11413.657	11076.403	11271.242	126.89655	11413.657	11076.403	11218.982	72.830986	11320.129	11115.024	1000.0	1000.0	747999	819.5286	169.8855	1047.2789	6.3740625	819.5298	169.87343	1046.7479	6.3904166	7.316511	4.3774133	57.898033	-10.989966	14821.606	100.456	37105.987129449844
188	11775.583	112.67348	12003.594	11629.095	11181.253	56.942944	11271.434	11122.559	11775.583	112.67348	12003.594	11629.095	11181.253	56.942944	11271.434	11122.559	11775.583	112.67348	12003.594	11629.095	11181.253	56.942944	11271.434	11122.559	11775.583	112.67348	12003.594	11629.095	11181.253	56.942944	11271.434	11122.559	11775.583	112.67348	12003.594	11629.095	11181.253	56.942944	11271.434	11122.559	11775.583	112.67348	12003.594	11629.095	11181.253	56.942944	11271.434	11122.559	11181.253	56.942944	11271.434	11122.559	11775.583	112.67348	12003.594	11629.095	1000.0	1000.0	751999	821.3704	170.72829	1055.4319	6.4075747	821.3705	170.72005	1056.5327	6.422238	7.2782784	4.369198	74.22698	-12.341614	14935.301	101.48768	37342.39977765083
189	11764.369	179.50183	12100.388	11466.101	11197.151	124.60642	11367.247	11023.194	11764.369	179.50183	12100.388	11466.101	11197.151	124.60642	11367.247	11023.194	11764.369	179.50183	12100.388	11466.101	11197.151	124.60642	11367.247	11023.194	11764.369	179.50183	12100.388	11466.101	11197.151	124.60642	11367.247	11023.194	11764.369	179.50183	12100.388	11466.101	11197.151	124.60642	11367.247	11023.194	11764.369	179.50183	12100.388	11466.101	11197.151	124.60642	11367.247	11023.194	11197.151	124.60642	11367.247	11023.194	11764.369	179.50183	12100.388	11466.101	1000.0	1000.0	755999	823.0343	169.74861	1060.0508	6.439343	823.0344	169.74283	1057.9541	6.453657	7.309114	4.4000044	61.195175	-13.48485	14894.72	88.637886	37540.4139111042
